,,text,mentions,choose_one,class_label,,,
16,0,"Talent Insights de @LinkedIn abre hoy su Beta. Una plataforma que permite responder preguntas complejas sobre los posibles candidatos a contratar; todo ello gracias a un motor de #IA que analiza los datos de la propia red.

https://t.co/KblhuLefOF","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [19, 28]}]",,2,,,
17,0,. @LinkedIn hoe vaak moet je op weigeren drukken voordat jullie in de gaten hebben dat ik het echt niet wil? https://t.co/aYQYFjGTKH,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [2, 11]}]",,2,,,
18,0,"If you have a @LinkedIn account feel free to connect with me. 
Click the link below: 
https://t.co/zAFdVrh5Pq","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [14, 23]}]",,2,,,
19,0,"Workforce reports from @LinkedIn which look at hiring, skills, and migration trends in regards to the US workforce through the data found by LinkedIn through it's members data.

https://t.co/2PhYfFPgVt","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [23, 32]}]",,2,,,
20,0,"Please Recycle, via @TimSackett : Your Weekly Dose of HR Tech: @LinkedIn Talent Insights – LI's newest product! https://t.co/xHOAAKFKKP","[{'screen_name': 'TimSackett', 'name': 'Tim Sackett SCP,SPHR', 'id': 19343643, 'id_str': '19343643', 'indices': [20, 31]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [63, 72]}]",,2,,,
21,0,Thanks to the power of @twitter &amp, @LinkedIn we now have a new set of EYFS Hi-viz jackets. @TenetEd @CPCuk 👍🏻 https://t.co/LDCCFKR7kZ,"[{'screen_name': 'Twitter', 'name': 'Twitter', 'id': 783214, 'id_str': '783214', 'indices': [23, 31]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [38, 47]}, {'screen_name': 'TenetEd', 'name': 'Tenet Ed Services', 'id': 4296057328, 'id_str': '4296057328', 'indices': [94, 102]}, {'screen_name': 'CPCuk', 'name': 'Crescent Purchasing', 'id': 353747772, 'id_str': '353747772', 'indices': [103, 109]}]",,2,,
22,0,"@""Porsche strengthens the core of its brand: No diesel models to be offered on the market in the future
"" https://t.co/3N2eIsVGNO on @LinkedIn","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [133, 142]}]",,2,,,
23,0,"""Discovering the Motivated Career Path by @NateClayberg on @LinkedIn"" https://t.co/64w1HvMr32","[{'screen_name': 'NateClayberg', 'name': 'Nate Clayberg - CareerAdventure', 'id': 2494870044, 'id_str': '2494870044', 'indices': [42, 55]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [59, 68]}]",,2,,,
24,0,"""Discovering My Business Superpower on @LinkedIn"" https://t.co/X2JYXtUXXU","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [39, 48]}]",,2,,,
25,0,"Favorite @LinkedIn Invitation of the Day

Hi, looks like our network could be mutually beneficial.

His network? Sports Management of commercial rights to Asian football.

Bam. Perfect match. Accept.","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [9, 18]}]",,2,,,
26,0,"Fundraising is tough, but the wise founder knows it’s one of the most critical functions within a startup. I teamed up with my friends @NFXGuild to share the top lessons I learned as a founder @LinkedIn, and now share as an investor at @GreylockVC. https://t.co/t1cpIqNhvl","[{'screen_name': 'NFXGuild', 'name': 'NFX', 'id': 3070985713, 'id_str': '3070985713', 'indices': [135, 144]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [193, 202]}, {'screen_name': 'GreylockVC', 'name': 'Greylock Partners', 'id': 41003633, 'id_str': '41003633', 'indices': [236, 247]}]",,2,,,
27,0,"""Le transport public est à l’aube de sa révolution digitale"" https://t.co/cVE3aU9Hju par @Patrice_Caine sur @LinkedIn","[{'screen_name': 'Patrice_Caine', 'name': 'Patrice Caine', 'id': 3115155587, 'id_str': '3115155587', 'indices': [89, 103]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [108, 117]}]",,2,,,
28,1,"It’s disgusting that a convicted violent paedophilic sexual predator is still allowed a @LinkedIn profile boasting accomplishments, a @YouTube profile &amp; can work with families in a hardware store like he’s #AmericasDad utterly #EpicFail - as bad as #BillCosby","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [88, 97]}, {'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [134, 142]}]",,2,,,
29,0,"@""Is Your Workplace a Micromanagement Free Zone?"" https://t.co/RFTlPpMfQK en @LinkedIn","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [77, 86]}]",,2,,,
30,0,Quand on confond son compte @twitter avec son compte @LinkedIn. https://t.co/O7FCdrex5j,"[{'screen_name': 'Twitter', 'name': 'Twitter', 'id': 783214, 'id_str': '783214', 'indices': [28, 36]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [53, 62]}]",,2,,,
31,0,"""Ten Fundamental Truths That Will Change Your Life"" https://t.co/ZuKyTEUEuD by @talentsmarteq on @LinkedIn","[{'screen_name': 'talentsmarteq', 'name': 'Dr. Travis Bradberry', 'id': 3161792636, 'id_str': '3161792636', 'indices': [79, 93]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [97, 106]}]",,2,,,
32,0,"""Prince William launches 'Mental Health at Work'​"" https://t.co/BR0yJ3Nx6q by @wellbeing_medit on @LinkedIn. @Mma_Kennedy","[{'screen_name': 'wellbeing_medit', 'name': 'Wellbeing Meditation', 'id': 244020236, 'id_str': '244020236', 'indices': [78, 94]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [98, 107]}, {'screen_name': 'Mma_Kennedy', 'name': 'Charity Kiki Kennedy', 'id': 2670828826, 'id_str': '2670828826', 'indices': [109, 121]}]",,2,,,
33,0,"I love @twitter and @LinkedIn , the two underrated social media tools  in the 🇵🇭 yet so powerful 🎯","[{'screen_name': 'Twitter', 'name': 'Twitter', 'id': 783214, 'id_str': '783214', 'indices': [7, 15]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [20, 29]}]",,2,,,
34,0,"For news, #CareerOpportunities and more, follow us on #LinkedIn! @LinkedIn https://t.co/qJLlMsDJPT","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [65, 74]}]",,2,,,
35,0,"""Winstbelasting over verkoop onroerend goed Tsjechië - hoe te voorkomen?"" by @tsjechischrecht on @LinkedIn https://t.co/YqIktHqr8E","[{'screen_name': 'tsjechischrecht', 'name': 'Hartmanova.eu', 'id': 148657037, 'id_str': '148657037', 'indices': [77, 93]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [97, 106]}]",,2,,,
36,0,3 #Salary #Negotiation FAQs for #Women Who Want to Close Their Wage Gaps #equalpay @LinkedIn https://t.co/Vk0K47T5LC https://t.co/gdh04lF1tB,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [83, 92]}]",,2,,,
37,0,hmmm.. The transfer of @LinkedIn profile data to @Glassdoor via the PDF method is not quite.. on point yet.  Many mismatches.,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [23, 32]}, {'screen_name': 'Glassdoor', 'name': 'Glassdoor', 'id': 19923293, 'id_str': '19923293', 'indices': [49, 59]}]",,2,,,
38,0,Blocked a person on @LinkedIn (first time ever) - not even sure I was following him but pushy person saying money is owed to me clearly doesn't know me. https://t.co/9vAmYvGJ2U,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [20, 29]}]",,2,,,
39,0,.@LinkedIn CEO reveals the single most important question to ask in a job interview: https://t.co/J2Fvh5shH2 https://t.co/d2Kn2Um6VH,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [1, 10]}]",,2,,,
40,0,"@""Optimiza tu escritorio. Tu trabajo diario te lo agradecerá"" https://t.co/FjY8Yb72lQ en @LinkedIn","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [89, 98]}]",,2,,,
41,0,Book your place early for this one! It will sell out very fast! @NRFIreland @LinkedIn #insights https://t.co/OoeQVnEizB,"[{'screen_name': 'NRFIreland', 'name': 'NRF Ireland', 'id': 147960043, 'id_str': '147960043', 'indices': [64, 75]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [76, 85]}]",,2,,,
42,0,New LinkedIn Features in Office 365 Help You Build Relationships and Better Collaborate https://t.co/EESKs4LRHY via @LinkedIn,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [116, 125]}]",,2,,,
43,0,Your Guide to Winning @ Work: The Art of Asking for Help https://t.co/rY9sfQG11D via @LinkedIn,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [85, 94]}]",,2,,,
44,0,"Here’s a article written by Michael Lindsay, Premier Fords advisor on uploading Toronto’s Subway System: @""Thoughts on the Canadian Infrastructure Bank"" https://t.co/avcSMmfcvH on @LinkedIn #TOpoli #TTC #onpoli","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [180, 189]}]",,2,,,
45,1,man @linkedin is really going hard with this “commercial use” limit on searching for someone’s name on linkedin.  i’m already paying for a service that 99% of people only use for free -now showing me 3 search results and an “upgrade plan” link… #fail,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [4, 13]}]",,2,,,
46,0,Building Community and Celebrating Women in Tech: We’re in it together https://t.co/JmKx8C02Ti via @LinkedIn,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [99, 108]}]",,2,,,
47,0,New LinkedIn Features in Office 365 Help You Build Relationships and Better Collaborate https://t.co/YBs0jicA8e via @LinkedIn,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [116, 125]}]",,2,,,
48,0,Thanks to @LinkedIn https://t.co/OoVf52QXu8,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [10, 19]}]",,2,,,
49,0,"The fight on behalf of victim's of violence. Please download from Amazon are buy from CD BABY. Please support the project.
https://t.co/s16Zx2K87h @LinkedIn @rgianatos @TheEllenShow @Oprah @thismorning @NaomiCampbell","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [147, 156]}, {'screen_name': 'rgianatos', 'name': 'Rick Gianatos', 'id': 32631510, 'id_str': '32631510', 'indices': [157, 167]}, {'screen_name': 'TheEllenShow', 'name': 'Ellen DeGeneres', 'id': 15846407, 'id_str': '15846407', 'indices': [168, 181]}, {'screen_name': 'Oprah', 'name': 'Oprah Winfrey', 'id': 19397785, 'id_str': '19397785', 'indices': [182, 188]}, {'screen_name': 'thismorning', 'name': 'This Morning', 'id': 19291952, 'id_str': '19291952', 'indices': [189, 201]}, {'screen_name': 'NaomiCampbell', 'name': 'Naomi Campbell', 'id': 784680583, 'id_str': '784680583', 'indices': [202, 216]}]",,2,,,
50,0,"From @TimSackett, Personnel Jesus : Your Weekly Dose of HR Tech: @LinkedIn Talent Insights – LI's newest product! https://t.co/cz8PVcfwXv","[{'screen_name': 'TimSackett', 'name': 'Tim Sackett SCP,SPHR', 'id': 19343643, 'id_str': '19343643', 'indices': [5, 16]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [65, 74]}]",,2,,,
51,0,And employee from @LinkedIn saw me and said “your Lena Nelson from @NextPlayEvents ...I’ll see you Friday at the private event ! I can’t wait for you to perform “ then I’m just like oh 😳 okay ! my face is blushing 😊 ...if my face can turn red it will ☺️,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [18, 27]}, {'screen_name': 'NextPlayEvents', 'name': 'NEXTPLAY', 'id': 932699335795625985, 'id_str': '932699335795625985', 'indices': [67, 82]}]",,2,,,
52,0,Productive meeting with @LinkedIn’s CEO @Jeffweiner at City Hall today to discuss how we can work together to ensure that #LondonIsOpen to talent and continues to thrive as a global tech hub. https://t.co/bWiB2pVZig,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [24, 33]}, {'screen_name': 'jeffweiner', 'name': 'Jeff Weiner', 'id': 20348377, 'id_str': '20348377', 'indices': [40, 51]}]",,2,,,
53,0,#Batman Helps You Use @LinkedIn Sponsored Content Competitively. (SmartData Collective) https://t.co/VAwCLtqBKV https://t.co/GlN3svp9JY,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [22, 31]}]",,2,,,
54,1,"I keep getting unsolicited marketing emails to my work (thanks for selling my email address @LinkedIn). 

I am going to start replying to them “no I can’t buy your services but I need a new job... hire me for $150k a year”","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [92, 101]}]",,2,,,
55,0,"@""The do's and dont's of an Effective Chatbot Design"" https://t.co/gfZfwTSnCM on @LinkedIn","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [81, 90]}]",,2,,,
56,0,"ARTICLE - Decoding leadership: What really matters, via @McKinsey  @Linkedin   https://t.co/NhK2VNRtgz","[{'screen_name': 'McKinsey', 'name': 'McKinsey & Company', 'id': 34042766, 'id_str': '34042766', 'indices': [56, 65]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [67, 76]}]",,2,,,
57,0,"#LinkedIn September Workforce Report 2018 — nationally, across all industries, gross hiring in the U.S. was 2.9% higher than in August 2017, via @LinkedIn https://t.co/PBSSDxoYoQ https://t.co/lvuzSu2RfS","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [145, 154]}]",,2,,,
58,0,Why You Need to Change Your Perspective on Failure https://t.co/US0tPGgvmU via @LinkedIn,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [79, 88]}]",,2,,,
59,0,"""Five Lessons Learned from my (Unexpected) Career in Washington"" https://t.co/UucLVz8Xtj by @CesarConda on @LinkedIn","[{'screen_name': 'CesarConda', 'name': 'CesarConda', 'id': 335660433, 'id_str': '335660433', 'indices': [92, 103]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [107, 116]}]",,2,,,
60,1,Lols. Seriously @LinkedIn €64 a month for Premium. Hoping you are making your money from recruiters 😳,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [16, 25]}]",,2,,,
61,0,New LinkedIn Features in Office 365 Help You Build Relationships and Better Collaborate https://t.co/fsxTwK4VuN via @LinkedIn,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [116, 125]}]",,2,,,
62,1,"Dear @LinkedIn @LinkedInHelp, please stop asking me this 10 times a day! 🙈 https://t.co/fpdEmaeEuG","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [5, 14]}, {'screen_name': 'LinkedInHelp', 'name': 'LinkedIn Help', 'id': 252792134, 'id_str': '252792134', 'indices': [15, 28]}]",,2,,,
63,0,"Bob McCarrick asks, “What advice or recommendations do you give companies that are having trouble finding the right skilled workers?” Amy Pollack of @LinkedIn advises finding your unique selling proposition. Watch @capitalonecb’s #capxtalk now! https://t.co/kJymAjopoK","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [149, 158]}, {'screen_name': 'CapitalOneCB', 'name': 'Commercial Banking', 'id': 438474948, 'id_str': '438474948', 'indices': [214, 227]}]",,2,,,
64,0,"#LinkedIn September Workforce Report 2018 — nationally, across all industries, gross hiring in the U.S. was 2.9% higher than in August 2017, via @LinkedIn https://t.co/x5IUhwjEke https://t.co/snKDUPK0UG","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [145, 154]}]",,2,,,
65,1,either I am missing something (very possible) or...can @linkedin please improve the UX for looking through 1st connections?,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [55, 64]}]",,2,,,
66,0,"These are among the top 10 challenges that #employees in the #US are facing right now, based on new research from @LinkedIn: https://t.co/vZYwGI3JLJ","[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [114, 123]}]",,2,,,
67,0,"I just watched this intro to @code course on ⁦@LinkedIn⁩ Learning. I really appreciate how ⁦@ReynaldAdolphe⁩ walked through the examples (showing, not just telling) especially the videos on code refactoring and the interactive playground. Nice!https://t.co/glMl1XKgJB","[{'screen_name': 'code', 'name': 'Visual Studio Code', 'id': 3167734591, 'id_str': '3167734591', 'indices': [29, 34]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [46, 55]}, {'screen_name': 'ReynaldAdolphe', 'name': 'Reynald Adolphe', 'id': 2901035342, 'id_str': '2901035342', 'indices': [92, 107]}]",,2,,,
68,0,Your Weekly Dose of HR Tech: @LinkedIn Talent Insights – LI's newest product! https://t.co/g09tEjIDFu,"[{'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [29, 38]}]",,2,,,
69,0,"""16 Fascinating Augmented Reality Quotes Everyone Should Read"" https://t.co/HiJBPon4lL by @BernardMarr on @LinkedIn","[{'screen_name': 'BernardMarr', 'name': 'Bernard Marr', 'id': 108286674, 'id_str': '108286674', 'indices': [90, 102]}, {'screen_name': 'LinkedIn', 'name': 'LinkedIn', 'id': 13058772, 'id_str': '13058772', 'indices': [106, 115]}]",,2,,,
